Term,Filename,Freq,Group,Title,Year,Album,GroupDir,LyricsPath,bccwj_rank
ベッド,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,1587
ページ,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,351
ページ,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,351
ホシ,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,2264
ホント,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,NA
ボク,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,176
ボケ,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,7834
ボケ,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,7834
ボタン,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,1625
ポッケ,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,56142
ポッケ,old_17_keitai.txt,4,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,56142
ママ,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,219
ママ,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,219
ママ,old_19_tummy.txt,2,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,219
メイド,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,28756
モノ,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,36
ヤダヤダ,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
ライ,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,6220
ラッキー,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,5675
ラッキー,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,5675
リアル,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,4434
リアル,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,4434
レイプ,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,14796
ワイ,old_13_dada.txt,2,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,134146
ワープ,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,26419
ー,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,NA
ー,old_20_jikkyo.txt,3,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
ー,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
一,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,23
一,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,23
一,old_09_kimitohitsuji.txt,2,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,23
一,old_11_september.txt,2,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,23
一,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,23
一,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,23
一,old_15_ordermade.txt,4,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,23
一,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,23
一,old_20_jikkyo.txt,5,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,23
一つ,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,112945
一つ,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,112945
一つ,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,112945
一つ,old_10_saidai.txt,2,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,112945
一つ,old_12_25ko.txt,2,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,112945
一つ,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,112945
一つ,old_15_ordermade.txt,4,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,112945
一つ,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,112945
一つ,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,112945
一人ぼっち,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,NA
一切合切,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
一撃,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,11739
一段落,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
一生,old_02_futarigoto.txt,2,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,1853
一生,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,1853
一生,old_12_25ko.txt,2,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,1853
一生,old_19_tummy.txt,2,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,1853
一番,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,393
一番,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,393
一瞬,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,2103
一緒,old_04_memeshe.txt,3,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,392
一緒,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,392
一致,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,2421
丁寧,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,3051
丁度,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,1460
万,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,117
万,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,117
万々歳,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,53758
万象,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,29235
三,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,32
上,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,167
上,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,167
上,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,167
上,old_14_yumebanchi.txt,4,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,167
上空,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,6410
下,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,469
下,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,469
下,old_18_kyoshinsho.txt,3,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,469
下げる,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,1988
不信,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,6736
不可,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,6064
不可,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,6064
不器用,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,NA
不幸,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,3425
不思議,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,1280
不思議,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,1280
不敵,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,22597
不機嫌,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,NA
与える,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,417
世,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,2932
世界,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,188
世界,old_02_futarigoto.txt,2,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,188
世界,old_05_darma.txt,3,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,188
世界,old_06_kaishin.txt,10,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,188
世界,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,188
世界,old_09_kimitohitsuji.txt,2,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,188
世界,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,188
世界,old_18_kyoshinsho.txt,7,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,188
世界,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,188
世界一,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
両,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,2434
両側,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,5658
中,old_01_yushinron.txt,2,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,82
中,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,82
中,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,82
中,old_17_keitai.txt,4,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,82
中,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,82
中毒,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,5441
中継,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,5459
丸い,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,3536
主,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,1384
主演,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,6182
乾く,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,3906
予告編,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,NA
予測,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,2655
事,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,19
二,old_02_futarigoto.txt,5,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,28
二,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,28
二,old_10_saidai.txt,6,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,28
二,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,28
二,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,28
二,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,28
二,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,28
二つ,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,121932
二つ,old_08_oshakashama.txt,2,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,121932
二つ,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,121932
二つ,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,121932
二つ,old_15_ordermade.txt,2,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,121932
二つ,old_18_kyoshinsho.txt,3,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,121932
二死,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,NA
五,old_03_iindesuka.txt,2,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,44
五月,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,13611
五臓,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,41517
亘る,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,NA
交わす,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,3576
享楽,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,21087
人,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,67
人,old_02_futarigoto.txt,2,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,67
人,old_03_iindesuka.txt,17,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,67
人,old_04_memeshe.txt,2,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,67
人,old_08_oshakashama.txt,2,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,67
人,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,67
人,old_14_yumebanchi.txt,1,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,67
人,old_15_ordermade.txt,7,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,67
人,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,67
人,old_17_keitai.txt,2,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,67
人,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,67
人,old_20_jikkyo.txt,5,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,67
人,old_02_futarigoto.txt,8,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,67
人,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,67
人,old_10_saidai.txt,5,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,67
人,old_11_september.txt,3,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,67
人,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,67
人,old_15_ordermade.txt,4,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,67
人,old_17_keitai.txt,1,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,67
人,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,67
人,old_20_jikkyo.txt,3,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,67
人生,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,873
人生,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,873
人間,old_01_yushinron.txt,4,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,192
人間,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,192
人類,old_08_oshakashama.txt,3,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,2453
今,old_01_yushinron.txt,2,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,99
今,old_02_futarigoto.txt,3,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,99
今,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,99
今,old_04_memeshe.txt,2,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,99
今,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,99
今,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,99
今,old_07_tremolo.txt,2,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,99
今,old_09_kimitohitsuji.txt,6,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,99
今,old_11_september.txt,7,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,99
今,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,99
今,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,99
今,old_14_yumebanchi.txt,8,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,99
今,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,99
今,old_19_tummy.txt,1,Old,Tummy,2013,×と○と罪と,old,lyrics/old/old_19_tummy.txt,99
今,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,99
今世紀,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,NA
今回,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,560
今年,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,845
今度,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,762
今日,old_01_yushinron.txt,2,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,247
今日,old_05_darma.txt,2,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,247
今日,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,247
今日,old_09_kimitohitsuji.txt,2,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,247
今日,old_14_yumebanchi.txt,2,Old,夢番地,2006,RADWIMPS 4,old,lyrics/old/old_14_yumebanchi.txt,247
今日,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,247
今日,old_17_keitai.txt,9,Old,携帯電話,2010,絶体絶命,old,lyrics/old/old_17_keitai.txt,247
今日,old_18_kyoshinsho.txt,2,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,247
今日,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,247
仏,old_20_jikkyo.txt,2,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,3809
仏,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,3809
仕方,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,1515
仕方,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,1515
仕方,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,1515
他,old_04_memeshe.txt,2,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,189
他,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,189
他,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,189
他人,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,1410
付ける,old_01_yushinron.txt,1,Old,有心論,2006,RADWIMPS 4,old,lyrics/old/old_01_yushinron.txt,185
付ける,old_02_futarigoto.txt,1,Old,ふたりごと,2006,RADWIMPS 4,old,lyrics/old/old_02_futarigoto.txt,185
付ける,old_03_iindesuka.txt,1,Old,いいんですか?,2006,RADWIMPS 4,old,lyrics/old/old_03_iindesuka.txt,185
付ける,old_04_memeshe.txt,1,Old,me me she,2006,RADWIMPS 4,old,lyrics/old/old_04_memeshe.txt,185
付ける,old_05_darma.txt,1,Old,DARMA GRAND PRIX,2013,×と○と罪と,old,lyrics/old/old_05_darma.txt,185
付ける,old_06_kaishin.txt,1,Old,会心の一撃,2013,×と○と罪と,old,lyrics/old/old_06_kaishin.txt,185
付ける,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,185
付ける,old_08_oshakashama.txt,1,Old,おしゃかしゃま,2009,アルトコロニー,old,lyrics/old/old_08_oshakashama.txt,185
付ける,old_09_kimitohitsuji.txt,1,Old,君と羊と青,2011,絶体絶命,old,lyrics/old/old_09_kimitohitsuji.txt,185
付ける,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,185
付ける,old_11_september.txt,1,Old,セプテンバーさん,2006,RADWIMPS 3,old,lyrics/old/old_11_september.txt,185
