Term,Filename,Freq,Group,Title,Year,Album,GroupDir,LyricsPath,bccwj_rank
投げる,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,3225
抗う,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,19395
抱える,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,1761
抱きしめる,new_20_twilight.txt,1,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,NA
抱き合う,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,11859
抱っこ,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,9560
抹殺,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,16500
拒む,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,5973
拒む,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,5973
持つ,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,100
持つ,new_05_ainidekiru.txt,2,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,100
持つ,new_17_paparazzi.txt,2,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,100
持つ,new_19_hagane.txt,2,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,100
振りかざす,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
振りしぼる,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
振り向く,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,4611
振り絞る,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,16878
振り返る,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,2113
振る,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,1205
捕まえる,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,4580
掃除,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,2427
採点,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,12037
探す,new_01_zenzen.txt,5,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,881
探す,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,881
探す,new_12_banzai.txt,3,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,881
探せる,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,NA
掴む,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,1656
掴める,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
描く,new_10_neko.txt,2,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,710
描く,new_11_saihate.txt,3,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,710
描く,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,710
提供,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,817
握りしめる,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,NA
握りしめる,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,NA
握る,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,2184
握る,new_13_catharsist.txt,1,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,2184
揺らぐ,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,12395
揺る,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,16094
揺るぎない,new_19_hagane.txt,3,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,22513
撮る,new_17_paparazzi.txt,2,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
支配,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,1218
放つ,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,3191
放つ,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,3191
放つ,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,3191
放射状,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,NA
放課後,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
放題,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,6339
教わる,new_07_seikai.txt,3,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,7632
教室,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,1416
教科書,new_04_sokkenai.txt,2,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
数,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,497
数える,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,3069
数多,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,23844
敵,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,1481
敵,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,1481
敵,new_18_senno.txt,2,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,1481
文明,new_06_grand.txt,2,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,2718
料,new_11_saihate.txt,2,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,512
新しい,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,388
方,new_01_zenzen.txt,3,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,96
方,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,96
方,new_07_seikai.txt,5,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,96
方,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,96
方,new_04_sokkenai.txt,2,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,96
方,new_15_jump.txt,2,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,96
方,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,96
方,new_18_senno.txt,3,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,96
旅,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,1493
旅,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,1493
旅行,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,1012
旗,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,6189
日,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,106
日,new_19_hagane.txt,2,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,106
日,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,106
日,new_06_grand.txt,2,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,106
日,new_07_seikai.txt,2,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,106
日,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,106
日々,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,2335
日々,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,2335
日々,new_10_neko.txt,2,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,2335
日々,new_13_catharsist.txt,1,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,2335
日々,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,2335
日々,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,2335
日々,new_19_hagane.txt,2,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,2335
早い,new_04_sokkenai.txt,2,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,355
早い,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,355
昇る,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
明くる日,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,NA
明日,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,910
明日,new_07_seikai.txt,4,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,910
明日,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,910
明日,new_12_banzai.txt,3,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,910
明日,new_17_paparazzi.txt,3,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,910
明日,new_20_twilight.txt,5,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,910
昔,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,632
昔,new_14_nakidashiso.txt,3,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,632
星,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,2264
星,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,2264
星,new_06_grand.txt,4,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,2264
星,new_20_twilight.txt,1,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,2264
映す,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,10057
映画,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,650
昨日,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,794
時,new_02_nandemo.txt,6,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,64
時,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,64
時,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,64
時,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,64
時,new_06_grand.txt,3,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,64
時,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,64
時,new_13_catharsist.txt,11,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,64
時,new_15_jump.txt,3,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,64
時代,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,244
時計,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,1992
時間,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,134
時間,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,134
時間,new_11_saihate.txt,3,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,134
時間,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,134
時間,new_11_saihate.txt,4,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,134
普通,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,468
景色,new_06_grand.txt,1,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,4440
景色,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,4440
晴れる,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,4485
暇,new_04_sokkenai.txt,4,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,2940
暖かい,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
書き入れる,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,22960
書く,new_17_paparazzi.txt,4,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,199
最中,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,4494
最後,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,472
月,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,69
有象無象,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
望み,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,5494
朝,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,686
朝,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,686
朝,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,686
朝,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,686
朝,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,686
期,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,530
期待,new_06_grand.txt,1,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,751
期待,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,751
期限,new_19_hagane.txt,2,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,2633
木っ端みじん,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,NA
木漏れ日,new_06_grand.txt,2,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,30013
木漏れ日,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,30013
未到,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,60041
未来,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,2096
未来,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,2096
未来,new_15_jump.txt,7,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,2096
未来,new_20_twilight.txt,2,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,2096
机,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,2687
机,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,2687
来る,new_06_grand.txt,1,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,43
来る,new_14_nakidashiso.txt,1,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,43
板,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,3171
果たす,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,1350
果て,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,5573
果てる,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,5315
枯れる,new_14_nakidashiso.txt,2,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,5783
枯れる,new_19_hagane.txt,2,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,5783
栄光,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,8998
栄養,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,1866
核心,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,10263
根拠,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,2699
根気,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,11349
棒,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,3378
棚,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,3829
楽,new_14_nakidashiso.txt,3,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,1928
楽しみ,new_17_paparazzi.txt,3,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,1760
様,new_18_senno.txt,2,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,30
権力,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,2201
横,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,1103
横,new_14_nakidashiso.txt,3,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,1103
横目,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,12611
次,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,194
次元,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,3686
歌,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,1033
歌,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,1033
歌,new_14_nakidashiso.txt,3,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,1033
歌,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,1033
歌,new_20_twilight.txt,2,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,1033
歌う,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,1141
歌詞,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,4786
歌詞,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,4786
歌詞,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,4786
歌詞,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,4786
歌詞,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,4786
歌詞,new_06_grand.txt,1,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,4786
歌詞,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,4786
歌詞,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,4786
歌詞,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,4786
歌詞,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,4786
歌詞,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,4786
歌詞,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,4786
歌詞,new_13_catharsist.txt,1,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,4786
歌詞,new_14_nakidashiso.txt,1,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,4786
歌詞,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,4786
歌詞,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,4786
歌詞,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,4786
歌詞,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,4786
歌詞,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,4786
歌詞,new_20_twilight.txt,2,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,4786
止まる,new_06_grand.txt,2,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,1407
止まる,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,1407
止まる,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,1407
止む,new_06_grand.txt,1,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,2798
止む,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,2798
止める,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,769
止める,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,769
止める,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,769
止める,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,769
正しい,new_16_hikari.txt,2,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,1147
正義,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,4469
正義,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,4469
正解,new_07_seikai.txt,4,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,4669
歩,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,2040
歩,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,2040
歩く,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,505
死角,new_06_grand.txt,1,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,23930
残す,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,895
残る,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,582
残業,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,6329
殴る,new_18_senno.txt,2,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,4334
母,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,493
毎度,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,12531
毎日,new_10_neko.txt,2,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,798
毎晩,new_15_jump.txt,2,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,8781
気,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,153
気,new_10_neko.txt,2,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,153
気,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,153
気,new_19_hagane.txt,2,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,153
気まぐれ,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,NA
気持ち,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,364
気持ち,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,364
